threshold_db	duration	silence_start	silence_end	midpoint
-28	0.10	200.974130	202.371520	201.672825
-28	0.10	205.806600	206.133300	205.969950
-28	0.10	207.772100	208.099800	207.935950
-28	0.10	209.942100	210.272200	210.107150
-28	0.10	211.076000	211.299700	211.187850
-28	0.10	214.374100	214.760600	214.567350
-28	0.10	216.084600	216.357300	216.220950
-28	0.10	216.696200	216.844100	216.770150
-28	0.10	217.921600	219.193200	218.557400
-28	0.10	219.703300	219.821400	219.762350
-28	0.10	221.439300	221.547400	221.493350
-28	0.10	222.820900	223.267500	223.044200
-28	0.10	225.073700	225.635400	225.354550
-28	0.10	227.291900	227.604000	227.447950
-28	0.10	230.972300	231.087800	231.030050
-28	0.10	231.104200	231.525600	231.314900
-28	0.10	235.048600	235.553600	235.301100
-28	0.10	236.510200	236.621600	236.565900
-28	0.10	239.109400	241.751000	240.430200
-30	0.02	199.286010	199.314600	199.300305
-30	0.02	199.547960	199.625900	199.586930
-30	0.02	199.930340	199.955370	199.942855
-30	0.02	200.228460	200.267870	200.248165
-30	0.02	200.980450	202.371410	201.675930
-30	0.02	202.700480	202.784510	202.742495
-30	0.02	203.419160	203.449730	203.434445
-30	0.02	205.806600	206.133200	205.969900
-30	0.02	206.313100	206.335100	206.324100
-30	0.02	206.575800	206.625000	206.600400
-30	0.02	207.782900	208.099800	207.941350
-30	0.02	209.943300	210.272000	210.107650
-30	0.02	210.681400	210.728300	210.704850
-30	0.02	211.076000	211.297700	211.186850
-30	0.02	211.460900	211.492800	211.476850
-30	0.02	212.513900	212.574900	212.544400
-30	0.02	212.835600	212.856800	212.846200
-30	0.02	213.225600	213.246500	213.236050
-30	0.02	213.258300	213.280000	213.269150
-30	0.02	213.704500	213.733800	213.719150
-30	0.02	214.021800	214.046300	214.034050
-30	0.02	214.061300	214.094700	214.078000
-30	0.02	214.378800	214.760300	214.569550
-30	0.02	216.089300	216.356800	216.223050
-30	0.02	216.697500	216.843000	216.770250
-30	0.02	217.208000	217.240800	217.224400
-30	0.02	217.240900	217.270600	217.255750
-30	0.02	217.921700	219.186700	218.554200
-30	0.02	219.709600	219.808900	219.759250
-30	0.02	220.765700	220.792200	220.778950
-30	0.02	221.453700	221.505000	221.479350
-30	0.02	221.516100	221.545700	221.530900
-30	0.02	222.826400	223.259800	223.043100
-30	0.02	225.079700	225.635300	225.357500
-30	0.02	227.297200	227.601600	227.449400
-30	0.02	228.100700	228.122400	228.111550
-30	0.02	228.123200	228.163300	228.143250
-30	0.02	229.456000	229.491300	229.473650
-30	0.02	229.514500	229.550500	229.532500
-30	0.02	230.981100	231.086100	231.033600
-30	0.02	231.114800	231.515900	231.315350
-30	0.02	232.064500	232.107000	232.085750
-30	0.02	233.655200	233.686300	233.670750
-30	0.02	234.260800	234.300300	234.280550
-30	0.02	235.060600	235.550100	235.305350
-30	0.02	236.314000	236.362100	236.338050
-30	0.02	236.527500	236.605700	236.566600
-30	0.02	237.213400	237.238600	237.226000
-30	0.02	237.800300	237.846800	237.823550
-30	0.02	237.865000	237.889200	237.877100
-30	0.02	239.126100	241.751000	240.438550
-30	0.04	199.547960	199.625900	199.586930
-30	0.04	200.980450	202.371410	201.675930
-30	0.04	202.700480	202.784510	202.742495
-30	0.04	205.806600	206.133200	205.969900
-30	0.04	206.575800	206.625000	206.600400
-30	0.04	207.782900	208.099800	207.941350
-30	0.04	209.943300	210.272000	210.107650
-30	0.04	210.681400	210.728300	210.704850
-30	0.04	211.076000	211.297700	211.186850
-30	0.04	212.513900	212.574900	212.544400
-30	0.04	214.378800	214.760300	214.569550
-30	0.04	216.089300	216.356800	216.223050
-30	0.04	216.697500	216.843000	216.770250
-30	0.04	217.921700	219.186700	218.554200
-30	0.04	219.709600	219.808900	219.759250
-30	0.04	221.453700	221.505000	221.479350
-30	0.04	222.826400	223.259800	223.043100
-30	0.04	225.079700	225.635300	225.357500
-30	0.04	227.297200	227.601600	227.449400
-30	0.04	228.123200	228.163300	228.143250
-30	0.04	230.981100	231.086100	231.033600
-30	0.04	231.114800	231.515900	231.315350
-30	0.04	232.064500	232.107000	232.085750
-30	0.04	235.060600	235.550100	235.305350
-30	0.04	236.314000	236.362100	236.338050
-30	0.04	236.527500	236.605700	236.566600
-30	0.04	237.800300	237.846800	237.823550
-30	0.04	239.126100	241.751000	240.438550
-30	0.06	199.547960	199.625900	199.586930
-30	0.06	200.980450	202.371410	201.675930
-30	0.06	202.700480	202.784510	202.742495
-30	0.06	205.806600	206.133200	205.969900
-30	0.06	207.782900	208.099800	207.941350
-30	0.06	209.943300	210.272000	210.107650
-30	0.06	211.076000	211.297700	211.186850
-30	0.06	212.513900	212.574900	212.544400
-30	0.06	214.378800	214.760300	214.569550
-30	0.06	216.089300	216.356800	216.223050
-30	0.06	216.697500	216.843000	216.770250
-30	0.06	217.921700	219.186700	218.554200
-30	0.06	219.709600	219.808900	219.759250
-30	0.06	222.826400	223.259800	223.043100
-30	0.06	225.079700	225.635300	225.357500
-30	0.06	227.297200	227.601600	227.449400
-30	0.06	230.981100	231.086100	231.033600
-30	0.06	231.114800	231.515900	231.315350
-30	0.06	235.060600	235.550100	235.305350
-30	0.06	236.527500	236.605700	236.566600
-30	0.06	239.126100	241.751000	240.438550
-30	0.10	200.980450	202.371410	201.675930
-30	0.10	205.806600	206.133200	205.969900
-30	0.10	207.782900	208.099800	207.941350
-30	0.10	209.943300	210.272000	210.107650
-30	0.10	211.076000	211.297700	211.186850
-30	0.10	214.378800	214.760300	214.569550
-30	0.10	216.089300	216.356800	216.223050
-30	0.10	216.697500	216.843000	216.770250
-30	0.10	217.921700	219.186700	218.554200
-30	0.10	222.826400	223.259800	223.043100
-30	0.10	225.079700	225.635300	225.357500
-30	0.10	227.297200	227.601600	227.449400
-30	0.10	230.981100	231.086100	231.033600
-30	0.10	231.114800	231.515900	231.315350
-30	0.10	235.060600	235.550100	235.305350
-30	0.10	239.126100	241.751000	240.438550
-32	0.02	199.286080	199.312610	199.299345
-32	0.02	199.550520	199.582400	199.566460
-32	0.02	199.582450	199.619570	199.601010
-32	0.02	200.245870	200.267780	200.256825
-32	0.02	200.986800	202.371320	201.679060
-32	0.02	202.703420	202.782900	202.743160
-32	0.02	203.426370	203.449710	203.438040
-32	0.02	205.814600	206.133100	205.973850
-32	0.02	207.783400	208.099800	207.941600
-32	0.02	209.950600	210.271900	210.111250
-32	0.02	211.084400	211.297200	211.190800
-32	0.02	211.465700	211.492600	211.479150
-32	0.02	212.516200	212.574900	212.545550
-32	0.02	213.706000	213.733100	213.719550
-32	0.02	214.069400	214.094400	214.081900
-32	0.02	214.401300	214.760300	214.580800
-32	0.02	216.095200	216.356700	216.225950
-32	0.02	216.705400	216.841500	216.773450
-32	0.02	217.248000	217.268700	217.258350
-32	0.02	217.929800	217.957500	217.943650
-32	0.02	217.957600	219.185300	218.571450
-32	0.02	219.723000	219.800900	219.761950
-32	0.02	221.460000	221.499800	221.479900
-32	0.02	222.826500	223.251000	223.038750
-32	0.02	225.098500	225.635300	225.366900
-32	0.02	227.308300	227.600200	227.454250
-32	0.02	228.100800	228.122400	228.111600
-32	0.02	228.125400	228.162700	228.144050
-32	0.02	230.986400	231.075100	231.030750
-32	0.02	231.117000	231.515700	231.316350
-32	0.02	232.064800	232.107000	232.085900
-32	0.02	235.066100	235.546000	235.306050
-32	0.02	236.321900	236.362000	236.341950
-32	0.02	236.542000	236.605700	236.573850
-32	0.02	237.214200	237.238600	237.226400
-32	0.02	237.818700	237.843300	237.831000
-32	0.02	239.140500	241.749900	240.445200
-32	0.04	200.986800	202.371320	201.679060
-32	0.04	202.703420	202.782900	202.743160
-32	0.04	205.814600	206.133100	205.973850
-32	0.04	207.783400	208.099800	207.941600
-32	0.04	209.950600	210.271900	210.111250
-32	0.04	211.084400	211.297200	211.190800
-32	0.04	212.516200	212.574900	212.545550
-32	0.04	214.401300	214.760300	214.580800
-32	0.04	216.095200	216.356700	216.225950
-32	0.04	216.705400	216.841500	216.773450
-32	0.04	217.957600	219.185300	218.571450
-32	0.04	219.723000	219.800900	219.761950
-32	0.04	222.826500	223.251000	223.038750
-32	0.04	225.098500	225.635300	225.366900
-32	0.04	227.308300	227.600200	227.454250
-32	0.04	230.986400	231.075100	231.030750
-32	0.04	231.117000	231.515700	231.316350
-32	0.04	232.064800	232.107000	232.085900
-32	0.04	235.066100	235.546000	235.306050
-32	0.04	236.321900	236.362000	236.341950
-32	0.04	236.542000	236.605700	236.573850
-32	0.04	239.140500	241.749900	240.445200
-32	0.06	200.986800	202.371320	201.679060
-32	0.06	202.703420	202.782900	202.743160
-32	0.06	205.814600	206.133100	205.973850
-32	0.06	207.783400	208.099800	207.941600
-32	0.06	209.950600	210.271900	210.111250
-32	0.06	211.084400	211.297200	211.190800
-32	0.06	214.401300	214.760300	214.580800
-32	0.06	216.095200	216.356700	216.225950
-32	0.06	216.705400	216.841500	216.773450
-32	0.06	217.957600	219.185300	218.571450
-32	0.06	219.723000	219.800900	219.761950
-32	0.06	222.826500	223.251000	223.038750
-32	0.06	225.098500	225.635300	225.366900
-32	0.06	227.308300	227.600200	227.454250
-32	0.06	230.986400	231.075100	231.030750
-32	0.06	231.117000	231.515700	231.316350
-32	0.06	235.066100	235.546000	235.306050
-32	0.06	236.542000	236.605700	236.573850
-32	0.06	239.140500	241.749900	240.445200
-32	0.10	200.986800	202.371320	201.679060
-32	0.10	205.814600	206.133100	205.973850
-32	0.10	207.783400	208.099800	207.941600
-32	0.10	209.950600	210.271900	210.111250
-32	0.10	211.084400	211.297200	211.190800
-32	0.10	214.401300	214.760300	214.580800
-32	0.10	216.095200	216.356700	216.225950
-32	0.10	216.705400	216.841500	216.773450
-32	0.10	217.957600	219.185300	218.571450
-32	0.10	222.826500	223.251000	223.038750
-32	0.10	225.098500	225.635300	225.366900
-32	0.10	227.308300	227.600200	227.454250
-32	0.10	231.117000	231.515700	231.316350
-32	0.10	235.066100	235.546000	235.306050
-32	0.10	239.140500	241.749900	240.445200
-34	0.02	200.993080	202.371250	201.682165
-34	0.02	205.815000	206.132900	205.973950
-34	0.02	207.807200	208.076400	207.941800
-34	0.02	208.078800	208.099500	208.089150
-34	0.02	209.950900	210.270600	210.110750
-34	0.02	211.094900	211.297200	211.196050
-34	0.02	211.465900	211.492200	211.479050
-34	0.02	212.523700	212.574700	212.549200
-34	0.02	214.401300	214.760200	214.580750
-34	0.02	216.116500	216.355100	216.235800
-34	0.02	216.720400	216.841200	216.780800
-34	0.02	217.973900	219.169000	218.571450
-34	0.02	219.729300	219.800400	219.764850
-34	0.02	222.843800	223.250700	223.047250
-34	0.02	225.104600	225.635200	225.369900
-34	0.02	227.311300	227.600100	227.455700
-34	0.02	228.127500	228.161600	228.144550
-34	0.02	231.001900	231.057400	231.029650
-34	0.02	231.143800	231.515600	231.329700
-34	0.02	232.073700	232.106400	232.090050
-34	0.02	235.068200	235.546000	235.307100
-34	0.02	239.148000	241.747100	240.447550
-34	0.04	200.993080	202.371250	201.682165
-34	0.04	205.815000	206.132900	205.973950
-34	0.04	207.807200	208.076400	207.941800
-34	0.04	209.950900	210.270600	210.110750
-34	0.04	211.094900	211.297200	211.196050
-34	0.04	212.523700	212.574700	212.549200
-34	0.04	214.401300	214.760200	214.580750
-34	0.04	216.116500	216.355100	216.235800
-34	0.04	216.720400	216.841200	216.780800
-34	0.04	217.973900	219.169000	218.571450
-34	0.04	219.729300	219.800400	219.764850
-34	0.04	222.843800	223.250700	223.047250
-34	0.04	225.104600	225.635200	225.369900
-34	0.04	227.311300	227.600100	227.455700
-34	0.04	231.001900	231.057400	231.029650
-34	0.04	231.143800	231.515600	231.329700
-34	0.04	235.068200	235.546000	235.307100
-34	0.04	239.148000	241.747100	240.447550
-34	0.06	200.993080	202.371250	201.682165
-34	0.06	205.815000	206.132900	205.973950
-34	0.06	207.807200	208.076400	207.941800
-34	0.06	209.950900	210.270600	210.110750
-34	0.06	211.094900	211.297200	211.196050
-34	0.06	214.401300	214.760200	214.580750
-34	0.06	216.116500	216.355100	216.235800
-34	0.06	216.720400	216.841200	216.780800
-34	0.06	217.973900	219.169000	218.571450
-34	0.06	219.729300	219.800400	219.764850
-34	0.06	222.843800	223.250700	223.047250
-34	0.06	225.104600	225.635200	225.369900
-34	0.06	227.311300	227.600100	227.455700
-34	0.06	231.143800	231.515600	231.329700
-34	0.06	235.068200	235.546000	235.307100
-34	0.06	239.148000	241.747100	240.447550
-34	0.10	200.993080	202.371250	201.682165
-34	0.10	205.815000	206.132900	205.973950
-34	0.10	207.807200	208.076400	207.941800
-34	0.10	209.950900	210.270600	210.110750
-34	0.10	211.094900	211.297200	211.196050
-34	0.10	214.401300	214.760200	214.580750
-34	0.10	216.116500	216.355100	216.235800
-34	0.10	216.720400	216.841200	216.780800
-34	0.10	217.973900	219.169000	218.571450
-34	0.10	222.843800	223.250700	223.047250
-34	0.10	225.104600	225.635200	225.369900
-34	0.10	227.311300	227.600100	227.455700
-34	0.10	231.143800	231.515600	231.329700
-34	0.10	235.068200	235.546000	235.307100
-34	0.10	239.148000	241.747100	240.447550
-36	0.02	201.002790	202.371200	201.686995
-36	0.02	205.823200	206.130700	205.976950
-36	0.02	207.810500	208.076300	207.943400
-36	0.02	208.079300	208.099300	208.089300
-36	0.02	209.957900	210.265600	210.111750
-36	0.02	211.094900	211.294700	211.194800
-36	0.02	212.538700	212.568000	212.553350
-36	0.02	214.408700	214.755600	214.582150
-36	0.02	216.116800	216.354900	216.235850
-36	0.02	216.720500	216.841200	216.780850
-36	0.02	218.009000	219.167400	218.588200
-36	0.02	219.752000	219.788100	219.770050
-36	0.02	222.849400	223.243300	223.046350
-36	0.02	225.110800	225.365700	225.238250
-36	0.02	225.365700	225.635200	225.500450
-36	0.02	227.344700	227.600100	227.472400
-36	0.02	228.131000	228.160500	228.145750
-36	0.02	231.019000	231.041700	231.030350
-36	0.02	231.144100	231.515600	231.329850
-36	0.02	232.079800	232.103200	232.091500
-36	0.02	235.069300	235.545100	235.307200
-36	0.02	239.162900	241.744500	240.453700
-36	0.04	201.002790	202.371200	201.686995
-36	0.04	205.823200	206.130700	205.976950
-36	0.04	207.810500	208.076300	207.943400
-36	0.04	209.957900	210.265600	210.111750
-36	0.04	211.094900	211.294700	211.194800
-36	0.04	214.408700	214.755600	214.582150
-36	0.04	216.116800	216.354900	216.235850
-36	0.04	216.720500	216.841200	216.780850
-36	0.04	218.009000	219.167400	218.588200
-36	0.04	222.849400	223.243300	223.046350
-36	0.04	225.110800	225.365700	225.238250
-36	0.04	225.365700	225.635200	225.500450
-36	0.04	227.344700	227.600100	227.472400
-36	0.04	231.144100	231.515600	231.329850
-36	0.04	235.069300	235.545100	235.307200
-36	0.04	239.162900	241.744500	240.453700
-36	0.06	201.002790	202.371200	201.686995
-36	0.06	205.823200	206.130700	205.976950
-36	0.06	207.810500	208.076300	207.943400
-36	0.06	209.957900	210.265600	210.111750
-36	0.06	211.094900	211.294700	211.194800
-36	0.06	214.408700	214.755600	214.582150
-36	0.06	216.116800	216.354900	216.235850
-36	0.06	216.720500	216.841200	216.780850
-36	0.06	218.009000	219.167400	218.588200
-36	0.06	222.849400	223.243300	223.046350
-36	0.06	225.110800	225.365700	225.238250
-36	0.06	225.365700	225.635200	225.500450
-36	0.06	227.344700	227.600100	227.472400
-36	0.06	231.144100	231.515600	231.329850
-36	0.06	235.069300	235.545100	235.307200
-36	0.06	239.162900	241.744500	240.453700
-36	0.10	201.002790	202.371200	201.686995
-36	0.10	205.823200	206.130700	205.976950
-36	0.10	207.810500	208.076300	207.943400
-36	0.10	209.957900	210.265600	210.111750
-36	0.10	211.094900	211.294700	211.194800
-36	0.10	214.408700	214.755600	214.582150
-36	0.10	216.116800	216.354900	216.235850
-36	0.10	216.720500	216.841200	216.780850
-36	0.10	218.009000	219.167400	218.588200
-36	0.10	222.849400	223.243300	223.046350
-36	0.10	225.110800	225.365700	225.238250
-36	0.10	225.365700	225.635200	225.500450
-36	0.10	227.344700	227.600100	227.472400
-36	0.10	231.144100	231.515600	231.329850
-36	0.10	235.069300	235.545100	235.307200
-36	0.10	239.162900	241.744500	240.453700
-38	0.02	201.012090	202.367940	201.690015
-38	0.02	205.823400	206.129900	205.976650
-38	0.02	207.818000	208.075800	207.946900
-38	0.02	209.961700	210.265400	210.113550
-38	0.02	211.106900	211.294400	211.200650
-38	0.02	212.542200	212.565700	212.553950
-38	0.02	214.414200	214.755400	214.584800
-38	0.02	216.126700	216.352400	216.239550
-38	0.02	216.746100	216.840200	216.793150
-38	0.02	218.049800	219.167300	218.608550
-38	0.02	222.854800	223.243000	223.048900
-38	0.02	225.111500	225.365600	225.238550
-38	0.02	225.365800	225.632400	225.499100
-38	0.02	227.344800	227.600000	227.472400
-38	0.02	231.149000	231.514800	231.331900
-38	0.02	235.104500	235.541300	235.322900
-38	0.02	239.167100	241.744400	240.455750
-38	0.04	201.012090	202.367940	201.690015
-38	0.04	205.823400	206.129900	205.976650
-38	0.04	207.818000	208.075800	207.946900
-38	0.04	209.961700	210.265400	210.113550
-38	0.04	211.106900	211.294400	211.200650
-38	0.04	214.414200	214.755400	214.584800
-38	0.04	216.126700	216.352400	216.239550
-38	0.04	216.746100	216.840200	216.793150
-38	0.04	218.049800	219.167300	218.608550
-38	0.04	222.854800	223.243000	223.048900
-38	0.04	225.111500	225.365600	225.238550
-38	0.04	225.365800	225.632400	225.499100
-38	0.04	227.344800	227.600000	227.472400
-38	0.04	231.149000	231.514800	231.331900
-38	0.04	235.104500	235.541300	235.322900
-38	0.04	239.167100	241.744400	240.455750
-38	0.06	201.012090	202.367940	201.690015
-38	0.06	205.823400	206.129900	205.976650
-38	0.06	207.818000	208.075800	207.946900
-38	0.06	209.961700	210.265400	210.113550
-38	0.06	211.106900	211.294400	211.200650
-38	0.06	214.414200	214.755400	214.584800
-38	0.06	216.126700	216.352400	216.239550
-38	0.06	216.746100	216.840200	216.793150
-38	0.06	218.049800	219.167300	218.608550
-38	0.06	222.854800	223.243000	223.048900
-38	0.06	225.111500	225.365600	225.238550
-38	0.06	225.365800	225.632400	225.499100
-38	0.06	227.344800	227.600000	227.472400
-38	0.06	231.149000	231.514800	231.331900
-38	0.06	235.104500	235.541300	235.322900
-38	0.06	239.167100	241.744400	240.455750
-38	0.10	201.012090	202.367940	201.690015
-38	0.10	205.823400	206.129900	205.976650
-38	0.10	207.818000	208.075800	207.946900
-38	0.10	209.961700	210.265400	210.113550
-38	0.10	211.106900	211.294400	211.200650
-38	0.10	214.414200	214.755400	214.584800
-38	0.10	216.126700	216.352400	216.239550
-38	0.10	218.049800	219.167300	218.608550
-38	0.10	222.854800	223.243000	223.048900
-38	0.10	225.111500	225.365600	225.238550
-38	0.10	225.365800	225.632400	225.499100
-38	0.10	227.344800	227.600000	227.472400
-38	0.10	231.149000	231.514800	231.331900
-38	0.10	235.104500	235.541300	235.322900
-38	0.10	239.167100	241.744400	240.455750
-40	0.02	201.019120	201.582650	201.300885
-40	0.02	201.582680	202.365780	201.974230
-40	0.02	205.840800	206.129400	205.985100
-40	0.02	207.822800	207.853600	207.838200
-40	0.02	207.853900	208.075700	207.964800
-40	0.02	209.985500	210.265100	210.125300
-40	0.02	211.106900	211.294400	211.200650
-40	0.02	214.429800	214.753500	214.591650
-40	0.02	216.136000	216.352200	216.244100
-40	0.02	216.746200	216.768000	216.757100
-40	0.02	216.768100	216.840100	216.804100
-40	0.02	218.069100	219.167100	218.618100
-40	0.02	222.855000	223.242900	223.048950
-40	0.02	225.121900	225.365600	225.243750
-40	0.02	225.367600	225.630700	225.499150
-40	0.02	227.356700	227.395700	227.376200
-40	0.02	227.395800	227.597700	227.496750
-40	0.02	231.156900	231.500000	231.328450
-40	0.02	235.129100	235.290200	235.209650
-40	0.02	235.290300	235.319400	235.304850
-40	0.02	235.319500	235.341600	235.330550
-40	0.02	235.341700	235.363400	235.352550
-40	0.02	235.363400	235.540200	235.451800
-40	0.02	239.174300	241.744400	240.459350
-40	0.04	201.019120	201.582650	201.300885
-40	0.04	201.582680	202.365780	201.974230
-40	0.04	205.840800	206.129400	205.985100
-40	0.04	207.853900	208.075700	207.964800
-40	0.04	209.985500	210.265100	210.125300
-40	0.04	211.106900	211.294400	211.200650
-40	0.04	214.429800	214.753500	214.591650
-40	0.04	216.136000	216.352200	216.244100
-40	0.04	216.768100	216.840100	216.804100
-40	0.04	218.069100	219.167100	218.618100
-40	0.04	222.855000	223.242900	223.048950
-40	0.04	225.121900	225.365600	225.243750
-40	0.04	225.367600	225.630700	225.499150
-40	0.04	227.395800	227.597700	227.496750
-40	0.04	231.156900	231.500000	231.328450
-40	0.04	235.129100	235.290200	235.209650
-40	0.04	235.363400	235.540200	235.451800
-40	0.04	239.174300	241.744400	240.459350
-40	0.06	201.019120	201.582650	201.300885
-40	0.06	201.582680	202.365780	201.974230
-40	0.06	205.840800	206.129400	205.985100
-40	0.06	207.853900	208.075700	207.964800
-40	0.06	209.985500	210.265100	210.125300
-40	0.06	211.106900	211.294400	211.200650
-40	0.06	214.429800	214.753500	214.591650
-40	0.06	216.136000	216.352200	216.244100
-40	0.06	216.768100	216.840100	216.804100
-40	0.06	218.069100	219.167100	218.618100
-40	0.06	222.855000	223.242900	223.048950
-40	0.06	225.121900	225.365600	225.243750
-40	0.06	225.367600	225.630700	225.499150
-40	0.06	227.395800	227.597700	227.496750
-40	0.06	231.156900	231.500000	231.328450
-40	0.06	235.129100	235.290200	235.209650
-40	0.06	235.363400	235.540200	235.451800
-40	0.06	239.174300	241.744400	240.459350
-40	0.10	201.019120	201.582650	201.300885
-40	0.10	201.582680	202.365780	201.974230
-40	0.10	205.840800	206.129400	205.985100
-40	0.10	207.853900	208.075700	207.964800
-40	0.10	209.985500	210.265100	210.125300
-40	0.10	211.106900	211.294400	211.200650
-40	0.10	214.429800	214.753500	214.591650
-40	0.10	216.136000	216.352200	216.244100
-40	0.10	218.069100	219.167100	218.618100
-40	0.10	222.855000	223.242900	223.048950
-40	0.10	225.121900	225.365600	225.243750
-40	0.10	225.367600	225.630700	225.499150
-40	0.10	227.395800	227.597700	227.496750
-40	0.10	231.156900	231.500000	231.328450
-40	0.10	235.129100	235.290200	235.209650
-40	0.10	235.363400	235.540200	235.451800
-40	0.10	239.174300	241.744400	240.459350
-42	0.02	201.024650	201.582610	201.303630
-42	0.02	201.582700	202.365120	201.973910
-42	0.02	205.849000	206.126800	205.987900
-42	0.02	207.881000	208.075600	207.978300
-42	0.02	209.985600	210.262000	210.123800
-42	0.02	211.112500	211.140000	211.126250
-42	0.02	211.140100	211.294400	211.217250
-42	0.02	214.461500	214.728500	214.595000
-42	0.02	214.729000	214.753400	214.741200
-42	0.02	216.164000	216.350200	216.257100
-42	0.02	216.768200	216.840000	216.804100
-42	0.02	218.077700	219.166900	218.622300
-42	0.02	222.860000	222.991400	222.925700
-42	0.02	223.009900	223.086100	223.048000
-42	0.02	223.088300	223.240600	223.164450
-42	0.02	225.122000	225.365600	225.243800
-42	0.02	225.381800	225.630600	225.506200
-42	0.02	227.411100	227.597400	227.504250
-42	0.02	231.160500	231.353400	231.256950
-42	0.02	231.358000	231.500000	231.429000
-42	0.02	235.140200	235.162300	235.151250
-42	0.02	235.162400	235.182400	235.172400
-42	0.02	235.190100	235.210700	235.200400
-42	0.02	235.210800	235.235200	235.223000
-42	0.02	235.409900	235.539700	235.474800
-42	0.02	239.184800	241.744000	240.464400
-42	0.04	201.024650	201.582610	201.303630
-42	0.04	201.582700	202.365120	201.973910
-42	0.04	205.849000	206.126800	205.987900
-42	0.04	207.881000	208.075600	207.978300
-42	0.04	209.985600	210.262000	210.123800
-42	0.04	211.140100	211.294400	211.217250
-42	0.04	214.461500	214.728500	214.595000
-42	0.04	216.164000	216.350200	216.257100
-42	0.04	216.768200	216.840000	216.804100
-42	0.04	218.077700	219.166900	218.622300
-42	0.04	222.860000	222.991400	222.925700
-42	0.04	223.009900	223.086100	223.048000
-42	0.04	223.088300	223.240600	223.164450
-42	0.04	225.122000	225.365600	225.243800
-42	0.04	225.381800	225.630600	225.506200
-42	0.04	227.411100	227.597400	227.504250
-42	0.04	231.160500	231.353400	231.256950
-42	0.04	231.358000	231.500000	231.429000
-42	0.04	235.409900	235.539700	235.474800
-42	0.04	239.184800	241.744000	240.464400
-42	0.06	201.024650	201.582610	201.303630
-42	0.06	201.582700	202.365120	201.973910
-42	0.06	205.849000	206.126800	205.987900
-42	0.06	207.881000	208.075600	207.978300
-42	0.06	209.985600	210.262000	210.123800
-42	0.06	211.140100	211.294400	211.217250
-42	0.06	214.461500	214.728500	214.595000
-42	0.06	216.164000	216.350200	216.257100
-42	0.06	216.768200	216.840000	216.804100
-42	0.06	218.077700	219.166900	218.622300
-42	0.06	222.860000	222.991400	222.925700
-42	0.06	223.009900	223.086100	223.048000
-42	0.06	223.088300	223.240600	223.164450
-42	0.06	225.122000	225.365600	225.243800
-42	0.06	225.381800	225.630600	225.506200
-42	0.06	227.411100	227.597400	227.504250
-42	0.06	231.160500	231.353400	231.256950
-42	0.06	231.358000	231.500000	231.429000
-42	0.06	235.409900	235.539700	235.474800
-42	0.06	239.184800	241.744000	240.464400
-42	0.10	201.024650	201.582610	201.303630
-42	0.10	201.582700	202.365120	201.973910
-42	0.10	205.849000	206.126800	205.987900
-42	0.10	207.881000	208.075600	207.978300
-42	0.10	209.985600	210.262000	210.123800
-42	0.10	211.140100	211.294400	211.217250
-42	0.10	214.461500	214.728500	214.595000
-42	0.10	216.164000	216.350200	216.257100
-42	0.10	218.077700	219.166900	218.622300
-42	0.10	222.860000	222.991400	222.925700
-42	0.10	223.088300	223.240600	223.164450
-42	0.10	225.122000	225.365600	225.243800
-42	0.10	225.381800	225.630600	225.506200
-42	0.10	227.411100	227.597400	227.504250
-42	0.10	231.160500	231.353400	231.256950
-42	0.10	231.358000	231.500000	231.429000
-42	0.10	235.409900	235.539700	235.474800
-42	0.10	239.184800	241.744000	240.464400
