reference	method	evidence	actual_notion_audio
Genesis-18-15	Sefaria Full Verse Chanted	https://www.sefaria.org/sheets/438740	https://images.shulcloud.com/14396/434011.mp3
Genesis-18-16	Sefaria Full Verse Chanted	https://www.sefaria.org/sheets/438740	https://images.shulcloud.com/14396/434010.mp3
Genesis-18-17	Sefaria Full Verse Chanted	https://www.sefaria.org/sheets/438740	https://images.shulcloud.com/14396/434009.mp3
Genesis-18-18	Sefaria Full Verse Chanted	https://www.sefaria.org/sheets/438740	https://images.shulcloud.com/14396/434012.mp3
Genesis-18-19	Sefaria Full Verse Chanted	https://www.sefaria.org/sheets/443712	https://images.shulcloud.com/14396/434014.mp3
Genesis-18-20	Sefaria Full Verse Chanted	https://www.sefaria.org/sheets/443712	https://images.shulcloud.com/14396/434013.mp3
Genesis-18-21	Sefaria Full Verse Chanted	https://www.sefaria.org/sheets/443712	https://images.shulcloud.com/14396/434017.mp3
Genesis-18-22	Sefaria Full Verse Chanted	https://www.sefaria.org/sheets/515700	https://images.shulcloud.com/14396/434016.mp3
Genesis-18-23	Sefaria Full Verse Chanted	https://www.sefaria.org/sheets/515700	https://images.shulcloud.com/14396/434015.mp3
Genesis-18-24	Sefaria Full Verse Chanted	https://www.sefaria.org/sheets/515700	https://images.shulcloud.com/14396/434018.mp3
Genesis-18-25	Sefaria Full Verse Chanted	https://www.sefaria.org/sheets/515700	https://images.shulcloud.com/14396/434019.mp3
Genesis-18-26	Sefaria Full Verse Chanted	https://www.sefaria.org/sheets/487646	https://images.shulcloud.com/14396/434020.mp3
Genesis-18-27	PocketTorah physical split	https://raw.githubusercontent.com/rneiss/PocketTorah/master/data/audio/Vayera-2.mp3	https://raw.githubusercontent.com/theologia165/torah-audio-temp/main/023/audio/023-Genesis-18-27-study.mp3
Genesis-18-28	PocketTorah physical split	https://raw.githubusercontent.com/rneiss/PocketTorah/master/data/audio/Vayera-2.mp3	https://raw.githubusercontent.com/theologia165/torah-audio-temp/main/023/audio/023-Genesis-18-28-study.mp3
Genesis-18-29	PocketTorah physical split	https://raw.githubusercontent.com/rneiss/PocketTorah/master/data/audio/Vayera-2.mp3	https://raw.githubusercontent.com/theologia165/torah-audio-temp/main/023/audio/023-Genesis-18-29-study.mp3
Genesis-18-30	PocketTorah physical split	https://raw.githubusercontent.com/rneiss/PocketTorah/master/data/audio/Vayera-2.mp3	https://raw.githubusercontent.com/theologia165/torah-audio-temp/main/023/audio/023-Genesis-18-30-study.mp3
Genesis-18-31	PocketTorah physical split	https://raw.githubusercontent.com/rneiss/PocketTorah/master/data/audio/Vayera-2.mp3	https://raw.githubusercontent.com/theologia165/torah-audio-temp/main/023/audio/023-Genesis-18-31-study.mp3
Genesis-18-32	PocketTorah physical split	https://raw.githubusercontent.com/rneiss/PocketTorah/master/data/audio/Vayera-2.mp3	https://raw.githubusercontent.com/theologia165/torah-audio-temp/main/023/audio/023-Genesis-18-32-study.mp3
Genesis-18-33	PocketTorah physical split	https://raw.githubusercontent.com/rneiss/PocketTorah/master/data/audio/Vayera-2.mp3	https://raw.githubusercontent.com/theologia165/torah-audio-temp/main/023/audio/023-Genesis-18-33-study.mp3
