file	duration_seconds
418232.mp3	22.633125
418233.mp3	15.638625
418235.mp3	22.524125
418234.mp3	13.186563
418236.mp3	26.942625
418237.mp3	20.022750
418238.mp3	36.034125
418239.mp3	10.722688
418240.mp3	26.348500
418241.mp3	16.830188
418242.mp3	20.833250
418243.mp3	15.713000
418244.mp3	22.042000
418245.mp3	18.031250
418246.mp3	17.221750
418247.mp3	15.705688
418249.mp3	35.846688
418248.mp3	16.608688
418250.mp3	22.637188
418251.mp3	17.536188
418253.mp3	37.838000
418252.mp3	17.223375
