reference	method	evidence	actual_notion_audio
Genesis-15-17	PocketTorah physical split	https://raw.githubusercontent.com/rneiss/PocketTorah/master/data/audio/Lech-Lecha-6.mp3	https://raw.githubusercontent.com/theologia165/torah-audio-temp/main/020/audio/020-Genesis-15-17-study.mp3
Genesis-15-18	PocketTorah physical split	https://raw.githubusercontent.com/rneiss/PocketTorah/master/data/audio/Lech-Lecha-6.mp3	https://raw.githubusercontent.com/theologia165/torah-audio-temp/main/020/audio/020-Genesis-15-18-study.mp3
Genesis-15-19	PocketTorah physical split	https://raw.githubusercontent.com/rneiss/PocketTorah/master/data/audio/Lech-Lecha-6.mp3	https://raw.githubusercontent.com/theologia165/torah-audio-temp/main/020/audio/020-Genesis-15-19-study.mp3
Genesis-15-20	PocketTorah physical split	https://raw.githubusercontent.com/rneiss/PocketTorah/master/data/audio/Lech-Lecha-6.mp3	https://raw.githubusercontent.com/theologia165/torah-audio-temp/main/020/audio/020-Genesis-15-20-study.mp3
Genesis-15-21	PocketTorah physical split	https://raw.githubusercontent.com/rneiss/PocketTorah/master/data/audio/Lech-Lecha-6.mp3	https://raw.githubusercontent.com/theologia165/torah-audio-temp/main/020/audio/020-Genesis-15-21-study.mp3
Genesis-16-1	Sefaria Full Verse Chanted	https://www.sefaria.org/sheets/601529	https://images.shulcloud.com/14396/438867.mp3
Genesis-16-2	Sefaria Full Verse Chanted	https://www.sefaria.org/sheets/601529	https://images.shulcloud.com/14396/438868.mp3
Genesis-16-3	Sefaria Full Verse Chanted	https://www.sefaria.org/sheets/601529	https://images.shulcloud.com/14396/438869.mp3
Genesis-16-4	PocketTorah physical split	https://raw.githubusercontent.com/rneiss/PocketTorah/master/data/audio/Lech-Lecha-6.mp3	https://raw.githubusercontent.com/theologia165/torah-audio-temp/main/020/audio/020-Genesis-16-4-study.mp3
Genesis-16-5	PocketTorah physical split	https://raw.githubusercontent.com/rneiss/PocketTorah/master/data/audio/Lech-Lecha-6.mp3	https://raw.githubusercontent.com/theologia165/torah-audio-temp/main/020/audio/020-Genesis-16-5-study.mp3
Genesis-16-6	PocketTorah physical split	https://raw.githubusercontent.com/rneiss/PocketTorah/master/data/audio/Lech-Lecha-6.mp3	https://raw.githubusercontent.com/theologia165/torah-audio-temp/main/020/audio/020-Genesis-16-6-study.mp3
Genesis-16-7	PocketTorah physical split	https://raw.githubusercontent.com/rneiss/PocketTorah/master/data/audio/Lech-Lecha-6.mp3	https://raw.githubusercontent.com/theologia165/torah-audio-temp/main/020/audio/020-Genesis-16-7-study.mp3
Genesis-16-8	PocketTorah physical split	https://raw.githubusercontent.com/rneiss/PocketTorah/master/data/audio/Lech-Lecha-6.mp3	https://raw.githubusercontent.com/theologia165/torah-audio-temp/main/020/audio/020-Genesis-16-8-study.mp3
Genesis-16-9	PocketTorah physical split	https://raw.githubusercontent.com/rneiss/PocketTorah/master/data/audio/Lech-Lecha-6.mp3	https://raw.githubusercontent.com/theologia165/torah-audio-temp/main/020/audio/020-Genesis-16-9-study.mp3
Genesis-16-10	PocketTorah physical split	https://raw.githubusercontent.com/rneiss/PocketTorah/master/data/audio/Lech-Lecha-6.mp3	https://raw.githubusercontent.com/theologia165/torah-audio-temp/main/020/audio/020-Genesis-16-10-study.mp3
Genesis-16-11	PocketTorah physical split	https://raw.githubusercontent.com/rneiss/PocketTorah/master/data/audio/Lech-Lecha-6.mp3	https://raw.githubusercontent.com/theologia165/torah-audio-temp/main/020/audio/020-Genesis-16-11-study.mp3
Genesis-16-12	PocketTorah physical split	https://raw.githubusercontent.com/rneiss/PocketTorah/master/data/audio/Lech-Lecha-6.mp3	https://raw.githubusercontent.com/theologia165/torah-audio-temp/main/020/audio/020-Genesis-16-12-study.mp3
Genesis-16-13	PocketTorah physical split	https://raw.githubusercontent.com/rneiss/PocketTorah/master/data/audio/Lech-Lecha-6.mp3	https://raw.githubusercontent.com/theologia165/torah-audio-temp/main/020/audio/020-Genesis-16-13-study.mp3
Genesis-16-14	PocketTorah physical split	https://raw.githubusercontent.com/rneiss/PocketTorah/master/data/audio/Lech-Lecha-6.mp3	https://raw.githubusercontent.com/theologia165/torah-audio-temp/main/020/audio/020-Genesis-16-14-study.mp3
Genesis-16-15	PocketTorah physical split	https://raw.githubusercontent.com/rneiss/PocketTorah/master/data/audio/Lech-Lecha-6.mp3	https://raw.githubusercontent.com/theologia165/torah-audio-temp/main/020/audio/020-Genesis-16-15-study.mp3
Genesis-16-16	PocketTorah physical split	https://raw.githubusercontent.com/rneiss/PocketTorah/master/data/audio/Lech-Lecha-6.mp3	https://raw.githubusercontent.com/theologia165/torah-audio-temp/main/020/audio/020-Genesis-16-16-study.mp3
Genesis-17-1	Sefaria Full Verse Chanted	https://www.sefaria.org/sheets/502597	https://images.shulcloud.com/14396/438884.mp3
Genesis-17-2	Sefaria Full Verse Chanted	https://www.sefaria.org/sheets/502597	https://images.shulcloud.com/14396/438883.mp3
Genesis-17-3	Sefaria Full Verse Chanted	https://www.sefaria.org/sheets/502597	https://images.shulcloud.com/14396/438885.mp3
Genesis-17-4	Sefaria Full Verse Chanted	https://www.sefaria.org/sheets/502597	https://images.shulcloud.com/14396/438886.mp3
Genesis-17-5	Sefaria Full Verse Chanted	https://www.sefaria.org/sheets/387175	https://images.shulcloud.com/14396/438887.mp3
Genesis-17-6	Sefaria Full Verse Chanted	https://www.sefaria.org/sheets/387175	https://images.shulcloud.com/14396/438888.mp3
